countyicp,sex,age,marst,race,bpl,hcovany,hcovpriv,educ,incwage,incbus00,work_income
10,male,66,"married, spouse present",white,maine,coverage,private coverage,2 years of college,22275,0,22275
10,female,63,"married, spouse present",white,maine,coverage,private coverage,grade 12,65811,0,65811
190,male,51,"married, spouse present",white,maine,coverage,private coverage,grade 12,37867,0,37867
190,female,50,"married, spouse present",white,maine,coverage,private coverage,grade 12,27337,0,27337
10,female,43,"married, spouse present",white,maine,coverage,private coverage,1 year of college,50624,0,50624
10,male,20,"single, never married",white,maine,coverage,private coverage,1 year of college,15187,0,15187
110,male,27,"single, never married",white,maine,coverage,private coverage,2 years of college,21262,0,21262
110,male,23,"single, never married",white,maine,no coverage,no private coverage,grade 12,20250,0,20250
110,male,21,"single, never married",white,maine,no coverage,no private coverage,grade 12,4050,0,4050
0,female,63,"married, spouse present",white,out of state,coverage,private coverage,grade 12,0,4556,4556
190,female,64,widowed,white,maine,coverage,private coverage,2 years of college,18022,0,18022
190,male,65,divorced,white,maine,coverage,no private coverage,grade 12,18225,0,18225
0,male,69,divorced,white,out of state,coverage,no private coverage,1 year of college,45562,10125,55687
0,female,22,"single, never married",white,maine,coverage,private coverage,1 year of college,30375,0,30375
0,male,23,"single, never married",white,maine,coverage,private coverage,grade 12,0,30375,30375
190,male,60,"married, spouse present",white,maine,coverage,private coverage,grade 12,19237,0,19237
190,female,58,"married, spouse present",white,maine,coverage,private coverage,2 years of college,80999,0,80999
0,male,65,"married, spouse present",white,out of state,coverage,no private coverage,1 year of college,0,42524,42524
0,female,61,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,0,14175,14175
0,female,70,"married, spouse absent",white,out of state,coverage,private coverage,1 year of college,8100,0,8100
0,female,41,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,51637,0,51637
0,male,39,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,45461,0,45461
0,male,28,"single, never married",white,maine,coverage,private coverage,4 years of college,75936,0,75936
0,female,28,"single, never married",white,maine,coverage,private coverage,4 years of college,45562,0,45562
0,male,37,divorced,white,out of state,coverage,no private coverage,grade 12,3645,0,3645
0,male,77,"married, spouse present",white,out of state,coverage,private coverage,grade 12,0,20250,20250
0,male,38,divorced,white,maine,coverage,private coverage,grade 12,34424,0,34424
0,female,27,"single, never married",white,maine,coverage,private coverage,4 years of college,0,30375,30375
0,male,30,"single, never married",white,out of state,no coverage,no private coverage,1 year of college,33412,0,33412
110,female,44,"married, spouse present",white,maine,coverage,private coverage,grade 12,40499,0,40499
110,male,48,"married, spouse present",white,maine,coverage,private coverage,grade 12,0,30375,30375
0,female,51,divorced,white,maine,coverage,private coverage,2 years of college,23186,0,23186
0,male,73,"married, spouse present",white,out of state,coverage,no private coverage,4 years of college,4050,4050,8100
0,female,64,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,42524,0,42524
0,female,32,"single, never married",white,out of state,coverage,private coverage,2 years of college,30375,0,30375
0,male,52,"married, spouse present",white,out of state,coverage,private coverage,grade 12,45562,20250,65812
0,female,59,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,62774,0,62774
0,female,80,divorced,white,maine,coverage,private coverage,5+ years of college,1215,0,1215
0,female,71,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,26122,0,26122
0,male,42,"single, never married",white,maine,no coverage,no private coverage,grade 12,20250,0,20250
110,female,22,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,23287,0,23287
110,male,22,"married, spouse present",white,out of state,no coverage,no private coverage,grade 10,0,16200,16200
110,male,19,"single, never married",white,out of state,coverage,no private coverage,grade 9,405,0,405
0,female,59,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,50624,10125,60749
0,male,48,"married, spouse present",white,out of state,coverage,private coverage,grade 12,48599,0,48599
0,female,70,"married, spouse present",white,maine,coverage,private coverage,grade 12,17212,0,17212
0,male,73,"married, spouse present",white,maine,coverage,private coverage,grade 12,52649,0,52649
0,male,46,"married, spouse present",white,maine,coverage,private coverage,grade 11,42524,0,42524
0,female,59,"married, spouse present",white,maine,coverage,private coverage,grade 12,37462,0,37462
0,male,48,"married, spouse present",white,maine,coverage,private coverage,grade 12,54674,0,54674
0,female,57,"married, spouse present",white,maine,coverage,private coverage,grade 12,38474,0,38474
190,female,59,"married, spouse present",white,maine,coverage,private coverage,2 years of college,30375,0,30375
190,male,50,"married, spouse present",white,maine,coverage,private coverage,grade 12,17415,0,17415
0,female,58,divorced,white,maine,coverage,private coverage,2 years of college,23186,0,23186
0,male,51,"married, spouse present",white,out of state,coverage,no private coverage,4 years of college,0,27337,27337
0,male,53,"married, spouse present",white,maine,coverage,private coverage,grade 12,5366,0,5366
0,female,58,"married, spouse present",white,maine,coverage,private coverage,4 years of college,22173,0,22173
0,female,70,widowed,white,maine,coverage,private coverage,grade 12,40499,0,40499
0,female,42,"single, never married",white,maine,no coverage,no private coverage,4 years of college,0,15187,15187
0,male,49,divorced,white,maine,coverage,no private coverage,grade 12,0,74924,74924
0,male,19,"single, never married",white,maine,coverage,private coverage,grade 12,19237,0,19237
0,female,34,"single, never married",white,maine,no coverage,no private coverage,grade 12,42524,0,42524
0,male,52,"married, spouse present",white,maine,coverage,private coverage,grade 12,45562,0,45562
0,female,23,"single, never married",white,out of state,coverage,private coverage,4 years of college,9922,0,9922
0,female,18,"single, never married",white,out of state,coverage,private coverage,1 year of college,4050,0,4050
0,female,53,"married, spouse present",white,maine,coverage,private coverage,grade 12,30375,0,30375
0,male,56,"married, spouse present",white,out of state,coverage,private coverage,grade 12,93148,0,93148
0,male,27,"single, never married",white,maine,coverage,private coverage,4 years of college,47587,0,47587
0,male,39,"single, never married",white,out of state,no coverage,no private coverage,grade 12,75936,0,75936
0,female,39,"married, spouse present",white,maine,coverage,private coverage,1 year of college,66824,0,66824
0,male,37,"married, spouse present",white,maine,coverage,private coverage,2 years of college,15187,0,15187
0,female,56,"married, spouse present",white,maine,no coverage,no private coverage,4 years of college,0,10125,10125
0,male,61,"married, spouse present",white,out of state,no coverage,no private coverage,2 years of college,45562,0,45562
0,female,39,"single, never married",white,out of state,coverage,private coverage,5+ years of college,151873,96186,248059
0,male,57,divorced,white,out of state,coverage,no private coverage,1 year of college,0,12150,12150
0,female,45,"single, never married",white,out of state,coverage,private coverage,4 years of college,43537,0,43537
0,male,52,divorced,white,out of state,coverage,private coverage,4 years of college,85049,0,85049
0,female,53,divorced,white,maine,coverage,private coverage,2 years of college,37462,0,37462
0,female,52,divorced,white,maine,coverage,private coverage,4 years of college,75936,0,75936
0,female,20,"single, never married",white,maine,coverage,private coverage,1 year of college,12150,0,12150
0,male,53,"married, spouse present",white,out of state,coverage,private coverage,grade 12,67836,0,67836
0,female,53,"married, spouse present",white,out of state,coverage,private coverage,grade 12,41512,0,41512
0,male,23,"single, never married",white,out of state,coverage,private coverage,1 year of college,59737,0,59737
0,male,54,"single, never married",white,out of state,coverage,no private coverage,grade 12,20250,0,20250
0,male,54,"married, spouse present",white,maine,coverage,private coverage,grade 12,70874,0,70874
0,female,56,"married, spouse present",white,out of state,coverage,private coverage,grade 12,45562,0,45562
0,female,36,"single, never married",white,out of state,coverage,no private coverage,grade 12,15086,0,15086
0,male,72,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,0,40499,40499
0,male,27,"single, never married",white,out of state,coverage,private coverage,5+ years of college,40499,0,40499
0,male,49,"married, spouse present",white,maine,coverage,private coverage,1 year of college,40499,0,40499
0,female,50,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,237934,0,237934
0,female,35,divorced,white,maine,coverage,private coverage,4 years of college,104286,0,104286
110,female,51,"married, spouse present",white,maine,coverage,private coverage,2 years of college,40398,0,40398
110,female,55,"married, spouse present",white,out of state,coverage,private coverage,grade 12,60749,0,60749
0,female,65,"married, spouse present",white,maine,coverage,no private coverage,2 years of college,1012,0,1012
0,male,64,"married, spouse present",white,maine,coverage,private coverage,grade 12,40094,0,40094
190,male,46,divorced,white,maine,coverage,private coverage,grade 12,91124,0,91124
0,male,39,"single, never married",white,maine,no coverage,no private coverage,grade 12,104286,0,104286
10,female,61,divorced,white,maine,no coverage,no private coverage,grade 10,0,21262,21262
10,male,28,"single, never married",white,maine,coverage,private coverage,grade 12,15187,0,15187
110,male,69,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,0,46574,46574
110,male,47,"single, never married",white,maine,coverage,private coverage,N/A or no schooling,131623,0,131623
0,male,64,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,111373,0,111373
0,female,28,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,75936,0,75936
0,male,29,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,75936,0,75936
0,female,30,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,101248,0,101248
0,male,31,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,47587,29362,76949
0,male,25,"single, never married",black,out of state,coverage,no private coverage,1 year of college,44549,0,44549
0,female,29,"single, never married",native american,out of state,coverage,no private coverage,1 year of college,48599,0,48599
0,female,71,widowed,white,out of state,coverage,private coverage,4 years of college,32804,0,32804
110,male,20,"single, never married",white,maine,coverage,no private coverage,grade 12,648,0,648
110,male,72,"married, spouse absent",white,out of state,coverage,private coverage,5+ years of college,228821,0,228821
0,female,34,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,51637,60749,112386
0,male,36,"married, spouse present",white,maine,coverage,private coverage,4 years of college,86061,0,86061
110,male,32,"single, never married",white,maine,no coverage,no private coverage,2 years of college,15187,0,15187
110,female,24,"single, never married",white,maine,no coverage,no private coverage,grade 12,15187,0,15187
0,male,66,"married, spouse present",white,maine,coverage,no private coverage,grade 12,0,61761,61761
110,male,62,"married, spouse present",white,out of state,coverage,private coverage,grade 12,63786,0,63786
110,female,61,"married, spouse present",white,out of state,coverage,private coverage,grade 12,84036,0,84036
0,male,69,divorced,white,maine,coverage,no private coverage,grade 12,1114,0,1114
190,female,63,divorced,white,maine,no coverage,no private coverage,1 year of college,11137,0,11137
0,male,63,divorced,white,out of state,coverage,no private coverage,grade 12,12150,0,12150
0,male,37,"married, spouse present",white,out of state,coverage,private coverage,grade 12,66824,0,66824
0,female,32,"married, spouse present",white,maine,coverage,private coverage,grade 12,0,20250,20250
0,female,50,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,50624,0,50624
0,male,54,"married, spouse present",white,maine,coverage,private coverage,grade 11,70874,0,70874
0,male,35,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,50624,0,50624
0,female,34,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,48599,0,48599
0,male,58,divorced,white,maine,coverage,private coverage,1 year of college,202497,0,202497
110,male,55,divorced,white,maine,coverage,no private coverage,4 years of college,0,2430,2430
10,male,33,divorced,white,maine,coverage,no private coverage,grade 12,1417,0,1417
0,female,48,"married, spouse present",white,maine,coverage,private coverage,grade 12,27337,0,27337
0,male,51,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,52649,0,52649
0,male,52,"married, spouse present",white,out of state,coverage,private coverage,grade 12,47080,0,47080
0,female,51,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,100236,0,100236
0,female,21,"single, never married",white,out of state,coverage,private coverage,grade 12,4050,0,4050
0,male,63,divorced,white,out of state,coverage,private coverage,4 years of college,55687,0,55687
0,male,66,"married, spouse present",white,out of state,coverage,no private coverage,grade 12,57712,0,57712
0,male,26,"single, never married",white,maine,no coverage,no private coverage,grade 12,17820,0,17820
0,male,51,"married, spouse present",white,maine,coverage,private coverage,2 years of college,104286,0,104286
0,female,41,"married, spouse present",white,maine,coverage,private coverage,grade 12,104286,0,104286
0,male,19,"single, never married",white,out of state,coverage,private coverage,grade 12,31893,0,31893
0,female,31,"single, never married",white,maine,coverage,private coverage,4 years of college,57712,0,57712
0,male,32,"single, never married",white,maine,coverage,private coverage,4 years of college,80999,0,80999
0,female,57,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,36449,0,36449
0,male,62,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,36449,0,36449
0,male,67,"married, spouse present",white,maine,coverage,no private coverage,1 year of college,0,17516,17516
0,female,69,"married, spouse present",white,out of state,coverage,no private coverage,grade 12,0,5062,5062
190,female,63,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,65811,0,65811
10,male,31,"married, spouse present",biracial,maine,coverage,private coverage,1 year of college,10125,0,10125
10,female,30,"married, spouse present",white,out of state,coverage,private coverage,grade 12,28350,0,28350
0,male,38,divorced,white,maine,no coverage,no private coverage,grade 12,0,12150,12150
0,female,35,divorced,white,out of state,no coverage,no private coverage,grade 12,23287,0,23287
0,male,60,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,9112,0,9112
0,female,57,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,11137,0,11137
0,female,43,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,21363,0,21363
0,male,45,"married, spouse present",Other Asian,out of state,coverage,private coverage,5+ years of college,53662,0,53662
0,male,62,"married, spouse present",white,maine,coverage,private coverage,4 years of college,91124,0,91124
0,female,60,"married, spouse present",white,maine,coverage,private coverage,4 years of college,136685,0,136685
0,male,56,"married, spouse present",white,maine,coverage,private coverage,N/A or no schooling,42524,0,42524
0,female,53,"married, spouse present",white,maine,coverage,private coverage,2 years of college,15187,0,15187
0,male,19,"single, never married",white,maine,coverage,private coverage,1 year of college,4556,0,4556
110,female,33,"single, never married",white,maine,coverage,private coverage,grade 12,40196,0,40196
110,male,33,"single, never married",white,maine,coverage,private coverage,1 year of college,39386,0,39386
0,male,30,"single, never married",white,out of state,coverage,private coverage,2 years of college,49612,0,49612
0,male,50,"single, never married",white,maine,coverage,private coverage,grade 12,12656,0,12656
190,female,32,"married, spouse present",white,maine,coverage,private coverage,4 years of college,42524,0,42524
190,male,33,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,15187,0,15187
0,female,37,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,60749,5062,65811
0,male,40,"married, spouse present",white,maine,coverage,private coverage,4 years of college,20250,0,20250
0,female,76,divorced,white,out of state,coverage,private coverage,5+ years of college,10125,0,10125
0,female,47,"single, never married",white,out of state,coverage,private coverage,4 years of college,28350,0,28350
0,male,24,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,35437,0,35437
0,female,23,"married, spouse present",white,out of state,no coverage,no private coverage,1 year of college,40499,0,40499
0,female,22,"married, spouse present",white,maine,coverage,private coverage,2 years of college,25312,0,25312
0,male,24,"married, spouse present",white,maine,coverage,private coverage,grade 12,35437,0,35437
0,female,46,"married, spouse present",white,maine,coverage,private coverage,grade 12,0,11644,11644
0,male,64,"married, spouse present",white,maine,coverage,private coverage,grade 12,0,11137,11137
0,female,59,"married, spouse present",white,maine,coverage,private coverage,grade 12,26325,0,26325
0,male,71,"married, spouse present",white,maine,coverage,no private coverage,1 year of college,30375,0,30375
0,female,67,"married, spouse present",white,maine,coverage,no private coverage,grade 12,9112,0,9112
0,female,56,"married, spouse present",white,maine,coverage,private coverage,grade 12,50624,0,50624
0,male,60,divorced,white,maine,coverage,private coverage,grade 12,12049,0,12049
0,female,62,divorced,white,out of state,coverage,private coverage,4 years of college,3037,0,3037
190,female,36,"married, spouse present",white,maine,coverage,private coverage,grade 12,23287,0,23287
190,male,40,"married, spouse present",white,maine,coverage,private coverage,grade 12,40499,0,40499
190,male,21,"single, never married",white,maine,coverage,no private coverage,grade 11,4050,0,4050
190,male,54,"single, never married",white,maine,coverage,private coverage,grade 12,32906,0,32906
190,female,51,divorced,white,maine,coverage,private coverage,grade 12,40499,0,40499
0,female,43,"single, never married",white,maine,no coverage,no private coverage,grade 12,43537,0,43537
0,female,59,divorced,white,out of state,coverage,private coverage,4 years of college,0,20250,20250
0,female,46,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,68849,0,68849
0,male,67,"married, spouse present",white,maine,coverage,private coverage,grade 12,73911,0,73911
190,female,37,"married, spouse present",white,maine,coverage,private coverage,2 years of college,46574,0,46574
190,male,47,"married, spouse present",white,maine,coverage,private coverage,4 years of college,101248,0,101248
0,female,58,divorced,biracial,out of state,coverage,private coverage,grade 12,7290,0,7290
0,female,27,"single, never married",biracial,maine,coverage,private coverage,grade 12,9517,0,9517
10,male,49,"married, spouse present",white,maine,coverage,private coverage,grade 12,39183,0,39183
10,female,49,"married, spouse present",white,maine,coverage,private coverage,2 years of college,50624,0,50624
0,male,41,"married, spouse present",white,maine,coverage,private coverage,4 years of college,60749,0,60749
0,female,37,"married, spouse present",white,maine,coverage,private coverage,4 years of college,16200,0,16200
0,male,45,divorced,white,out of state,coverage,private coverage,grade 12,40499,0,40499
0,female,46,divorced,white,out of state,coverage,private coverage,4 years of college,45562,0,45562
0,male,35,"married, spouse present",white,maine,coverage,private coverage,2 years of college,60749,0,60749
0,female,37,"married, spouse present",white,maine,coverage,private coverage,grade 12,25312,0,25312
0,male,42,"single, never married",white,maine,coverage,private coverage,grade 12,38474,0,38474
0,male,21,"single, never married",white,maine,coverage,no private coverage,grade 12,30375,0,30375
0,female,28,"single, never married",white,maine,coverage,private coverage,5+ years of college,23287,0,23287
190,female,72,widowed,white,maine,coverage,no private coverage,grade 12,8606,0,8606
0,female,66,widowed,white,out of state,coverage,no private coverage,1 year of college,3037,0,3037
0,male,32,"single, never married",white,maine,no coverage,no private coverage,grade 9,12150,0,12150
0,male,55,"married, spouse present",white,maine,coverage,private coverage,grade 12,40499,0,40499
0,female,53,"married, spouse present",white,maine,coverage,private coverage,grade 12,26325,0,26325
0,female,18,"single, never married",white,out of state,coverage,private coverage,grade 12,16200,0,16200
0,female,37,divorced,white,out of state,coverage,private coverage,4 years of college,2025,0,2025
0,female,26,"single, never married",white,out of state,coverage,no private coverage,4 years of college,101,0,101
0,female,48,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,18225,0,18225
0,male,56,"married, spouse present",white,out of state,coverage,no private coverage,4 years of college,38474,0,38474
0,female,60,divorced,white,out of state,coverage,private coverage,4 years of college,151873,0,151873
0,male,57,divorced,white,maine,coverage,private coverage,1 year of college,50624,0,50624
0,female,60,divorced,white,out of state,coverage,private coverage,4 years of college,12150,0,12150
0,female,58,"single, never married",white,maine,no coverage,no private coverage,grade 12,71886,0,71886
10,female,22,"single, never married",white,maine,coverage,private coverage,1 year of college,17718,0,17718
10,male,31,"single, never married",white,maine,coverage,private coverage,1 year of college,43841,0,43841
0,female,61,"married, spouse present",white,maine,coverage,private coverage,1 year of college,50624,0,50624
0,female,70,"married, spouse present",white,maine,coverage,private coverage,grade 12,18225,0,18225
0,female,47,"married, spouse present",white,maine,coverage,private coverage,4 years of college,20250,0,20250
0,male,46,"married, spouse present",biracial,out of state,coverage,private coverage,2 years of college,65811,0,65811
0,male,58,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,91124,0,91124
0,female,58,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,8100,0,8100
0,female,70,divorced,white,maine,coverage,private coverage,grade 12,18225,0,18225
0,male,68,"married, spouse absent",white,maine,coverage,private coverage,grade 12,43942,0,43942
0,male,91,"married, spouse present",white,maine,coverage,no private coverage,grades 5-8,6075,0,6075
0,male,46,"married, spouse present",white,out of state,coverage,private coverage,grade 12,70874,0,70874
0,female,45,"married, spouse present",white,maine,coverage,private coverage,2 years of college,45562,0,45562
0,female,66,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,100236,0,100236
0,male,66,"married, spouse present",white,out of state,coverage,no private coverage,grade 12,25312,0,25312
110,female,58,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,65811,0,65811
110,male,59,"married, spouse present",white,maine,coverage,private coverage,4 years of college,65811,0,65811
0,male,44,divorced,white,maine,no coverage,no private coverage,2 years of college,40499,0,40499
0,female,40,"married, spouse present",white,maine,coverage,private coverage,2 years of college,25312,0,25312
0,male,46,"married, spouse present",white,maine,coverage,private coverage,grade 12,35437,0,35437
190,male,41,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,107323,0,107323
190,female,32,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,0,34424,34424
0,female,58,"married, spouse present",white,out of state,coverage,private coverage,grade 12,32399,12150,44549
0,male,58,"married, spouse present",white,maine,coverage,private coverage,grade 12,65811,0,65811
0,female,55,"single, never married",white,maine,coverage,private coverage,grade 12,25312,0,25312
110,female,52,divorced,white,maine,no coverage,no private coverage,grade 12,11644,0,11644
0,female,82,"married, spouse present",white,out of state,coverage,no private coverage,grade 12,2531,0,2531
0,male,75,"married, spouse present",white,out of state,coverage,no private coverage,4 years of college,72899,0,72899
0,female,37,"married, spouse absent",white,maine,coverage,private coverage,5+ years of college,71886,0,71886
0,female,73,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,8100,7594,15694
0,male,75,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,3037,0,3037
0,female,24,"married, spouse present",white,maine,coverage,private coverage,4 years of college,55687,0,55687
0,male,25,"married, spouse present",white,maine,coverage,private coverage,grade 12,304,0,304
190,female,25,"married, spouse present",white,maine,coverage,private coverage,4 years of college,62774,0,62774
190,male,28,"married, spouse present",white,maine,coverage,private coverage,2 years of college,43537,3037,46574
0,female,38,"married, spouse present",white,out of state,coverage,private coverage,grade 12,68849,0,68849
0,male,36,"married, spouse present",white,out of state,coverage,private coverage,grade 12,42524,0,42524
0,male,26,"single, never married",white,maine,coverage,private coverage,4 years of college,72899,0,72899
190,female,52,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,111373,0,111373
190,male,53,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,0,30375,30375
0,male,31,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,56699,0,56699
0,female,31,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,86061,0,86061
110,female,59,divorced,white,out of state,coverage,private coverage,5+ years of college,125548,0,125548
190,male,49,"married, spouse present",white,maine,coverage,private coverage,grade 12,0,35437,35437
0,male,53,"married, spouse present",white,maine,coverage,no private coverage,grade 12,38879,0,38879
0,female,59,"married, spouse present",white,maine,coverage,no private coverage,grade 12,9821,0,9821
0,female,55,"single, never married",white,out of state,coverage,private coverage,4 years of college,74924,0,74924
0,female,25,"single, never married",white,out of state,coverage,no private coverage,2 years of college,0,15187,15187
0,male,27,divorced,white,maine,coverage,no private coverage,grade 12,15187,0,15187
110,male,65,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,0,46574,46574
110,female,64,"married, spouse present",white,maine,coverage,no private coverage,grade 12,75936,18225,94161
0,female,50,divorced,white,maine,no coverage,no private coverage,5+ years of college,678,0,678
0,female,27,"single, never married",white,out of state,coverage,private coverage,grade 12,2025,0,2025
10,male,39,divorced,white,maine,coverage,private coverage,grade 12,61761,0,61761
0,male,71,"married, spouse present",white,maine,coverage,no private coverage,grade 12,25312,0,25312
0,female,55,"married, spouse present",white,maine,coverage,private coverage,grade 12,30982,0,30982
0,male,71,"married, spouse present",white,out of state,coverage,no private coverage,5+ years of college,121498,40499,161997
0,male,54,divorced,white,maine,coverage,private coverage,1 year of college,65811,0,65811
0,female,64,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,71886,0,71886
0,male,67,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,22781,0,22781
0,female,48,divorced,white,out of state,coverage,private coverage,2 years of college,56699,0,56699
0,male,34,"single, never married",white,out of state,coverage,private coverage,5+ years of college,28350,0,28350
0,female,34,"single, never married",white,out of state,coverage,private coverage,4 years of college,55687,0,55687
0,female,37,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,0,8809,8809
0,male,36,"married, spouse present",white,out of state,coverage,private coverage,grade 12,45562,0,45562
190,female,47,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,65811,0,65811
190,male,51,"married, spouse present",white,maine,coverage,private coverage,grade 12,23287,0,23287
0,male,55,"married, spouse present",white,maine,coverage,private coverage,grade 10,52649,0,52649
0,female,55,"married, spouse present",white,maine,coverage,private coverage,2 years of college,44347,0,44347
0,male,54,divorced,white,maine,coverage,private coverage,grade 12,50624,0,50624
0,male,34,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,44549,0,44549
0,male,58,divorced,white,out of state,coverage,private coverage,grade 12,65811,0,65811
10,female,44,widowed,white,out of state,coverage,private coverage,2 years of college,48599,0,48599
0,male,52,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,70874,0,70874
0,female,51,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,50624,0,50624
0,male,46,"married, spouse present",white,out of state,no coverage,no private coverage,grade 12,0,70874,70874
0,female,47,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,16200,10125,26325
0,female,23,"single, never married",white,maine,no coverage,no private coverage,grade 12,10125,0,10125
0,female,21,"married, spouse absent",white,maine,no coverage,no private coverage,grade 12,0,8100,8100
0,female,36,divorced,white,maine,coverage,no private coverage,grade 12,0,152,152
0,male,44,divorced,white,maine,no coverage,no private coverage,grade 12,45562,0,45562
0,male,58,"single, never married",white,maine,no coverage,no private coverage,grade 12,45562,0,45562
0,male,36,"single, never married",white,maine,no coverage,no private coverage,grade 12,0,45562,45562
0,female,30,"single, never married",white,maine,no coverage,no private coverage,grade 12,7087,1012,8099
0,male,52,divorced,white,maine,coverage,private coverage,grade 12,15187,0,15187
0,female,48,widowed,Other Asian,out of state,coverage,private coverage,2 years of college,40499,0,40499
0,female,53,"single, never married",white,maine,coverage,private coverage,grade 12,151873,0,151873
0,female,49,divorced,white,out of state,coverage,private coverage,1 year of college,86061,1012,87073
190,male,46,"married, spouse present",white,maine,coverage,private coverage,4 years of college,184272,0,184272
190,female,45,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,72899,0,72899
0,female,55,"single, never married",white,maine,coverage,private coverage,2 years of college,24300,0,24300
0,female,24,"single, never married",white,maine,coverage,no private coverage,grade 12,16200,0,16200
0,male,32,"single, never married",white,maine,coverage,private coverage,grade 12,42524,0,42524
0,female,30,divorced,white,maine,no coverage,no private coverage,grade 12,810,0,810
0,female,64,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,14580,0,14580
0,male,71,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,121498,0,121498
190,female,54,"married, spouse present",white,maine,coverage,private coverage,4 years of college,111373,0,111373
190,male,56,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,43537,0,43537
10,female,47,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,65811,0,65811
10,male,48,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,92136,0,92136
10,male,18,"single, never married",white,maine,coverage,private coverage,grade 12,12150,0,12150
0,male,51,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,387781,199459,587240
0,female,52,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,23287,0,23287
0,female,81,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,10125,0,10125
0,male,58,divorced,white,maine,coverage,private coverage,grade 12,22477,0,22477
0,female,57,divorced,white,out of state,coverage,no private coverage,grade 12,10530,0,10530
0,female,31,"single, never married",white,maine,coverage,no private coverage,1 year of college,40499,0,40499
0,male,25,"single, never married",white,maine,no coverage,no private coverage,grade 12,39487,0,39487
0,male,35,"married, spouse present",white,maine,coverage,private coverage,grade 12,54674,0,54674
0,female,34,"married, spouse present",white,maine,coverage,private coverage,1 year of college,30375,0,30375
0,male,24,"single, never married",Other Asian,out of state,no coverage,no private coverage,1 year of college,30375,0,30375
0,male,63,divorced,white,maine,no coverage,no private coverage,4 years of college,101248,0,101248
0,female,56,divorced,white,maine,coverage,no private coverage,grade 12,13972,0,13972
10,female,69,"married, spouse present",white,maine,coverage,private coverage,grade 12,15187,0,15187
10,male,69,"married, spouse present",white,maine,coverage,private coverage,grade 12,25312,0,25312
